"","Value","Count","MapCode","Name","Biome","Bioregion","Nat.1750km2","Nat.1990km2","Nat.2014km2","Nat.2018km2","Nat.2020km2","Nat.2022km2","Nat.2040ard_90.22","Natlost.2022km2","Natlost.90_22km2","SeconNat.2022km2","ArtWtrBodies.2022km2","Builtup.2022km2","Croplands.2022km2","Mines.2022km2","Plantation.2022km2","ARD14.22","ARD18.22","ARD20.22","ARD90.14","ARD90.18","ARD90.20","ARD90.22","EOOkm2","AOO occ","AOO1prc","PrcNat.2022","PrcNat.2040ard_1990.2022","PrcNatlost.2022","PrcNatlost.2040ard_90.22","PrcDeclyr90.22","PrcSeconNat.2022","PrcArtWtrBodies.2022","PrcBuiltup.2022","PrcCroplands.2022","PrcMines.2022","PrcPlantation.2022","Status90.22","EOOstatus.size","AOOstatus.size","A2b","A3","B1i","B2i","RLEcore","ThrExcl.core","Basis.RLEcore"
"58",58,359503,"AZi5","Bushmanland Vloere","Azonal Vegetation","Inland Saline Vegetation",5177,4872.7156,4846.1148,4829.3612,4825.7476,4815.0252,4782.57,361.9748,0.0118394761229242,149.6196,27.1684,7.962,168.314,7.8828,1.028,3.88620000000003,3.58400000000006,5.36119999999983,1.10836666666667,1.54837142857143,1.56560000000003,1.80282500000001,141927.165950485,537,364,93,98,7,2,0,3,1,0,3,0,0,"Stable","LC","LC","LC","LC","LC","LC","LC","",""
"59",59,368278,"AZi6","Southern Karoo Riviere","Azonal Vegetation","Inland Saline Vegetation",5302.9556,4679.0824,4605.0092,4554.0756,4543.3952,4535.038,4454.01,767.9176,0.0307847538654161,232.4784,44.496,54.3868,429.9128,1.3816,5.262,8.74640000000011,4.75940000000014,4.17860000000019,3.08638333333333,4.46452857142858,4.52290666666668,4.50138750000002,78173.5438196784,386,335,86,95,14,5,0.1,4,1,1,8,0,0,"Stable","LC","LC","LC","LC","LC","LC","LC","",""
"60",60,147925,"AZi7","Tanqua Wash Riviere","Azonal Vegetation","Inland Saline Vegetation",2130.0468,2001.2484,1995.1524,1985.186,1984.6148,1983.6,1973.67,146.4468,0.00881869537034985,91.6008,6.188,4.7436,42.9972,0.1948,0.7224,1.44405,0.396500000000003,0.507400000000075,0.254,0.573657142857144,0.55445333333333,0.551512500000001,12012.303335837,98,87,93,99,7,1,0,4,0,0,2,0,0,"Stable","EN","LC","LC","LC","LC","LC","LC","",""
"61",61,28254,"AZi8","Muscadel Riviere","Azonal Vegetation","Inland Saline Vegetation",407.2268,181.9428,164.8192,146.2784,144.5504,143.7456,122.26,263.4812,0.209940706639669,39.994,1.4232,10.4928,210.228,0.1032,1.24,2.6342,0.633200000000002,0.4024,0.713483333333334,1.27372857142857,1.24641333333333,1.1936625,5940.08053296179,41,28,35,67,65,33,0.7,10,0,3,52,0,0,"Decline","EN","VU","VU","VU","EN","VU","EN","EN","B1i"
"62",62,905,"AZs3","Subtropical Dune Thicket","Azonal Vegetation","Eastern Strandveld",12.978,12.1016,12.0452,12.0052,12.0044,12.0012,11.94,0.9768,0.00829642361340639,0.5724,0.004,0.3216,0,0,0.0788,0.00549999999999984,0.00099999999999989,0.00159999999999982,0.00235,0.00344285714285711,0.00323999999999997,0.00313749999999996,19519.6125504757,18,4,92,99,8,1,0,4,0,2,0,0,1,"Stable","EN","EN","LC","LC","LC","LC","LC","",""
"63",63,163715,"CB1","Maputaland Coastal Belt","Indian Ocean Coastal Belt","Indian Ocean Coastal Belt",2355.5768,1049.6144,917.4492,862.6112,848.9752,832.9272,711.04,1522.6496,0.206444576217704,238.6448,3.6256,403.2416,197.8324,11.9716,667.3336,10.56525,7.42100000000002,8.024,5.50688333333333,6.67868571428571,6.68797333333333,6.771475,8621.13357719043,85,64,35,68,65,32,0.6,10,0,17,8,1,28,"Decline","EN","LC","VU","VU","EN","LC","EN","EN","B1i"
"64",64,77877,"CB2","Maputaland Wooded Grassland","Indian Ocean Coastal Belt","Indian Ocean Coastal Belt",1122.0592,501.1744,434.7348,411.2632,407.8312,400.9552,344.58,721.104,0.199968713485765,97.5056,0.1216,107.874,10.9148,1.0412,503.6468,4.22245,2.577,3.43800000000002,2.76831666666667,3.21111428571429,3.11144,3.13185,4929.31525598499,42,31,36,69,64,31,0.6,9,0,10,1,0,45,"Decline","EN","VU","VU","VU","EN","VU","EN","EN","B1i"
"65",65,287576,"CB3","KwaZulu-Natal Coastal Belt Grassland","Indian Ocean Coastal Belt","Indian Ocean Coastal Belt",4141.7732,1125.6584,807.68,684.8372,678.1924,672.5184,417.63,3469.2548,0.402555517730779,549.8048,8.9528,1370.3572,1466.5976,5.3044,68.238,16.8952,3.0797,2.83699999999999,13.2491,15.7436142857143,14.9155333333333,14.160625,8499.02470165491,98,74,16,37,84,63,1.3,13,0,33,35,0,2,"Decline","EN","LC","EN","EN","EN","LC","EN","EN","A2b, A3 &  B1i"
"66",66,90310,"CB4","Pondoland-Ugu Sandstone Coastal Sourveld","Indian Ocean Coastal Belt","Indian Ocean Coastal Belt",1299.9036,708.2116,667.338,646.412,643.818,641.178,603.47,658.7256,0.0946519373588345,204.354,1.132,119.2472,241.7456,1.6268,90.62,3.27,1.30850000000001,1.31999999999999,1.70306666666667,2.20712857142857,2.14645333333333,2.0948,3087.50392320178,42,35,49,85,51,15,0.3,16,0,9,19,0,7,"Stable","EN","VU","LC","VU","LC","LC","VU","VU","A3"
"67",67,114592,"CB5","Transkei Coastal Belt","Indian Ocean Coastal Belt","Indian Ocean Coastal Belt",1650.3388,1016.9452,929.7284,903.4116,901.5356,899.2716,833.08,751.0672,0.115712823070506,252.3008,0.366,349.3212,134.9724,0.4432,13.6636,3.80709999999999,1.035,1.13200000000001,3.63403333333333,4.05477142857143,3.84698666666667,3.6773,3870.62849227307,50,40,54,82,46,18,0.4,15,0,21,8,0,1,"Decline","EN","VU","LC","LC","EN","VU","EN","EN","B1i"
"68",68,77876,"CB6","KwaZulu-Natal Coastal Belt Thornveld","Indian Ocean Coastal Belt","Indian Ocean Coastal Belt",1121.2296,483.2224,440.5872,414.1948,412.6808,411.4496,371.08,709.78,0.148529538365771,263.1248,0.3756,338.6628,99.4232,2.1668,6.0268,3.6422,0.686300000000003,0.615600000000001,1.77646666666667,2.46527142857143,2.35138666666667,2.2429,5867.88549564502,52,44,37,77,63,23,0.5,23,0,30,9,0,1,"Decline","EN","VU","LC","VU","EN","VU","EN","EN","B1i"
"69",69,23321,"Dg1","Noms Mountain Desert","Desert","Gariep Desert Bioregion",335.9336,335.6468,335.6468,333.0484,333.0284,332.9092,331.37,3.0244,0.00815619275977005,0.068,0.0132,0,0,2.9432,0,0.342199999999998,0.0348000000000042,0.059599999999989,0,0.0927999999999989,0.0872800000000003,0.0855499999999996,477.898317574951,9,8,99,99,1,1,0,0,0,0,0,1,0,"Stable","CR","EN","LC","LC","LC","LC","LC","",""
"70",70,145413,"Dg10","Eastern Gariep Rocky Desert","Desert","Gariep Desert Bioregion",2094.722,2091.7888,2090.4656,2084.7768,2084.4468,2084.326,2080.13,10.396,0.00356766419248434,2.9564,0.0688,2.0568,1.2656,4.048,0.0004,0.767449999999997,0.112700000000018,0.0604000000000724,0.0551333333333256,0.250428571428561,0.244733333333321,0.233212499999993,7835.76619533203,75,68,100,99,0,1,0,0,0,0,0,0,0,"Stable","EN","LC","LC","LC","LC","LC","LC","",""
"71",71,25102,"Dg2","Richtersberg Mountain Desert","Desert","Gariep Desert Bioregion",361.4316,361.4292,361.4292,361.4196,361.3996,361.3948,361.38,0.0368,0.0000951777000862274,0.0176,0.0192,0,0,0,0,0.00430000000000064,0.00620000000000687,0.00240000000002283,0,0.000342857142856344,0.000986666666665315,0.00107500000000016,509.760781950195,9,8,100,100,0,0,0,0,0,0,0,0,0,"Stable","CR","EN","LC","LC","LC","LC","LC","",""
"72",72,11116,"Dg3","Richtersveld Sheet Wash Desert","Desert","Gariep Desert Bioregion",160.0772,159.7028,159.7028,156.5296,156.522,156.4784,154.66,3.5988,0.0201900029304433,0.0548,0.0004,0.0068,0,3.5368,0,0.40305,0.0127999999999986,0.0217999999999989,0,0.113328571428572,0.106026666666667,0.1007625,857.032328911865,15,13,98,97,2,3,0.1,0,0,0,0,2,0,"Stable","CR","EN","LC","LC","LC","LC","LC","",""
"73",73,7497,"Dg4","Kwaggarug Mountain Desert","Desert","Gariep Desert Bioregion",107.7936,107.5124,107.5096,107.2396,107.2328,107.1832,107,0.6104,0.00306197238644101,0.0568,0.0732,0,0,0.4804,0,0.0408000000000008,0.0140999999999991,0.024799999999999,0.000116666666666395,0.00974285714285728,0.00932000000000007,0.0102875,147.356243666016,6,6,99,100,1,0,0,0,0,0,0,0,0,"Stable","CR","EN","LC","LC","LC","LC","LC","",""
"74",74,41116,"Dg5","Kahams Mountain Desert","Desert","Gariep Desert Bioregion",592.296,592.296,592.296,592.026,591.9624,591.9444,591.75,0.3516,0.000593622107865114,0.0628,0.0948,0.194,0,0,0,0.0439500000000095,0.0203999999999951,0.00900000000001455,0,0.00964285714286055,0.0111200000000016,0.0109875000000024,869.216536150635,14,14,100,100,0,0,0,0,0,0,0,0,0,"Stable","CR","EN","LC","LC","LC","LC","LC","",""
"75",75,571,"Dg6","Helskloof Canyon Desert","Desert","Gariep Desert Bioregion",8.2188,8.2188,8.2188,8.1,8.1,8.1,8.03,0.1188,0.0144546649145861,0.0068,0,0.112,0,0,0,0.01485,0,0,0,0.00424285714285715,0.00396000000000001,0.00371250000000001,13.8777985019531,3,2,99,98,1,2,0,0,0,1,0,0,0,"Stable","CR","CR","LC","LC","LC","LC","LC","",""
"76",76,17149,"Dg7","Northern Nababiepsberge Mountain Desert","Desert","Gariep Desert Bioregion",247.024,246.0236,245.464,244.1908,244.1288,244.0568,242.95,2.9672,0.00799435501309621,0.32,0.0136,1.324,0.4544,0.8552,0,0.175899999999999,0.0334999999999965,0.0360000000000014,0.0233166666666662,0.0654571428571426,0.0631599999999992,0.0614624999999993,294.94809755835,5,5,99,99,1,1,0,0,0,1,0,0,0,"Stable","CR","EN","LC","LC","LC","LC","LC","",""
"77",77,23834,"Dg8","Southern Nababiepsberge Mountain Desert","Desert","Gariep Desert Bioregion",343.1732,343.1576,343.1576,342.9152,342.9064,342.8988,342.75,0.2744,0.000754172426896586,0.0272,0.0064,0.1932,0,0.0476,0,0.032350000000001,0.00410000000000821,0.00380000000001246,0,0.00865714285714197,0.00837333333333277,0.00808750000000025,503.979091156982,11,10,100,100,0,0,0,0,0,0,0,0,0,"Stable","CR","EN","LC","LC","LC","LC","LC","",""
"78",78,84614,"Dg9","Eastern Gariep Plains Desert","Desert","Gariep Desert Bioregion",1217.9296,1210.978,1203.1864,1198.6992,1198.4532,1198.2212,1191.05,19.7084,0.0105342954207261,7.3472,0.0148,7.5072,4.0936,0.644,0.1016,0.620650000000012,0.119500000000016,0.115999999999985,0.324650000000001,0.438528571428573,0.417493333333338,0.398650000000004,6410.81907401514,60,50,98,98,2,2,0,1,0,1,0,0,0,"Stable","EN","VU","LC","LC","LC","LC","LC","",""
"79",79,1176,"Dn1","Alexander Bay Coastal Duneveld","Desert","Southern Namib Desert Bioregion",17.0932,2.2068,2.0996,1.3728,1.37,1.3512,0.87,15.742,0.387710712343665,0.5236,0.0156,0.5464,0,14.6564,0,0.09355,0.00540000000000002,0.00940000000000007,0.00446666666666666,0.0297857142857143,0.0278933333333333,0.0267375,12.5746452197266,2,0,8,39,92,61,1.2,3,0,3,0,86,0,"Decline","CR","CR","EN","CR","CR","CR","CR","CR","A3, B1i &  B2i"
"80",80,103,"Dn2","Namib Lichen Fields","Desert","Southern Namib Desert Bioregion",1.5412,1.2504,1.2356,1.032,1.0268,1.0136,0.88,0.5276,0.18937939859245,0.092,0,0,0,0.4356,0,0.02775,0.00459999999999999,0.00659999999999994,0.000616666666666663,0.0078,0.00745333333333333,0.0074,1.42620092553711,2,0,66,70,34,30,0.6,6,0,0,0,28,0,"Decline","CR","CR","VU","LC","CR","CR","CR","CR","B1i &  B2i"
"81",81,9735,"Dn3","Western Gariep Plains Desert","Desert","Southern Namib Desert Bioregion",139.9088,127.5104,126.9556,122.932,122.9052,122.6204,119.87,17.2884,0.0383498130348583,4.1592,0.0124,2.5364,0,10.5804,0,0.5419,0.0778999999999996,0.142399999999995,0.0231166666666667,0.163514285714286,0.153506666666667,0.1528125,262.732423534424,6,5,88,94,12,6,0.1,3,0,2,0,8,0,"Stable","CR","EN","LC","LC","LC","LC","LC","",""
"82",82,15085,"Dn4","Western Gariep Lowland Desert","Desert","Southern Namib Desert Bioregion",217.008,201.1388,200.802,195.1684,195.1452,194.7996,191.23,22.2084,0.0315165447939433,2.4452,0.088,1.53,1.0248,17.1204,0,0.750299999999999,0.0921999999999983,0.172799999999995,0.0140333333333338,0.213228571428572,0.199786666666667,0.1981,384.570770884766,8,8,90,95,10,5,0.1,1,0,1,0,8,0,"Stable","CR","EN","LC","LC","LC","LC","LC","",""
"83",83,29053,"Dn5","Western Gariep Hills Desert","Desert","Southern Namib Desert Bioregion",418.2804,392.3112,389.8696,385,384.9764,384.428,379.99,33.8524,0.0200942517062984,2.6508,0.1116,1.6692,0,29.4208,0,0.680199999999999,0.143000000000001,0.274200000000008,0.101733333333333,0.261114285714285,0.244493333333332,0.24635,845.287336710449,15,12,92,97,8,3,0.1,1,0,0,0,7,0,"Stable","CR","EN","LC","LC","LC","LC","LC","",""
"84",84,12506,"FFa1","Kouebokkeveld Alluvium Fynbos","Fynbos","Northwest Fynbos Bioregion",180.026,72.0764,61.244,54.064,53.1076,52.9088,42.13,127.1172,0.265934480634438,22.6252,7.708,0.9792,95.6464,0.0092,0.1492,1.0419,0.2888,0.0993999999999993,0.45135,0.6433,0.632293333333334,0.5989875,887.169581598022,14,11,29,58,71,42,0.8,13,4,1,53,0,0,"Decline","CR","EN","VU","EN","CR","EN","CR","CR","B1i"
"85",85,34819,"FFa2","Breede Alluvium Fynbos","Fynbos","Southwest Fynbos Bioregion",501.616,235.0796,192.3268,171.8824,169.6992,168.9576,131.76,332.6584,0.281274938361304,66.5356,4.6492,19.478,234.6956,0.2776,7.0224,2.92115,0.731199999999994,0.370799999999988,1.78136666666667,2.25704285714286,2.17934666666667,2.0663125,2092.44860686316,22,16,34,56,66,44,0.9,13,1,4,47,0,1,"Decline","EN","EN","VU","VU","EN","EN","EN","EN","B1i &  B2i"
"86",86,33152,"FFa3","Swartland Alluvium Fynbos","Fynbos","Southwest Fynbos Bioregion",477.2252,189.7992,164.278,141.1304,139.4716,137.144,107.53,340.0812,0.277425826873875,75.8196,19.7324,37.06,196.0048,0.1268,11.3376,3.39175,0.996600000000001,1.16379999999999,1.06338333333333,1.73817142857143,1.67758666666667,1.645475,2313.88635387085,28,21,29,57,71,43,0.9,16,4,8,41,0,2,"Decline","EN","VU","VU","EN","EN","VU","EN","EN","A3 &  B1i"
"87",87,2503,"FFa4","Lourensford Alluvium Fynbos","Fynbos","Southwest Fynbos Bioregion",35.8372,13.1256,8.0032,5.3012,5.1884,5.1344,0.64,30.7028,0.608825501310416,5.8172,0.2288,19.5604,4.9144,0.0008,0.1812,0.3586,0.0416999999999998,0.0269999999999997,0.213433333333333,0.279442857142857,0.264573333333333,0.249725,96.0730005949707,4,2,14,5,86,95,1.9,16,1,55,14,0,1,"Decline","CR","CR","CR","EN","CR","CR","CR","CR","A2b, B1i &  B2i"
"88",88,19387,"FFb1","Northern Inland Shale Band Vegetation","Fynbos","Northwest Fynbos Bioregion",279.0148,263.6484,260.9676,258.6244,258.3208,258.2216,255.17,20.7932,0.0205834740510466,7.9952,1.08,0.5056,10.7384,0.008,0.466,0.343249999999998,0.100699999999989,0.0495999999999981,0.111699999999999,0.179428571428571,0.177586666666665,0.169587499999999,8848.88402826392,65,53,93,97,7,3,0.1,3,0,0,4,0,0,"Stable","EN","LC","LC","LC","LC","LC","LC","",""
"89",89,9363,"FFb2","Western Coastal Shale Band Vegetation","Fynbos","Southwest Fynbos Bioregion",134.5364,129.3028,128.8332,128.3696,128.2912,128.206,127.59,6.3304,0.00848241492063592,3.4452,0.0628,0.0484,0.8208,0,1.9532,0.078400000000002,0.0409000000000006,0.0426000000000073,0.0195666666666661,0.0333285714285714,0.0337199999999996,0.0342750000000001,13055.7363342645,75,47,95,99,5,1,0,3,0,0,1,0,1,"Stable","EN","VU","LC","LC","LC","LC","LC","",""
"90",90,6798,"FFb3","Central Inland Shale Band Vegetation","Fynbos","Western Fynbos-Renosterveld Bioregion",97.894,97.8272,97.8228,97.7596,97.736,97.7228,97.66,0.1712,0.00106718785777369,0.052,0.012,0.0284,0.0576,0,0.0212,0.0124999999999993,0.00919999999999987,0.00659999999999883,0.000183333333333498,0.00241428571428567,0.00304000000000002,0.00326249999999995,6889.75715930389,53,36,100,100,0,0,0,0,0,0,0,0,0,"Stable","EN","VU","LC","LC","LC","LC","LC","",""
"91",91,4295,"FFb4","Central Coastal Shale Band Vegetation","Fynbos","Southern Fynbos Bioregion",61.9644,55.458,54.5916,54.1992,54.0848,54.0652,53.28,7.8992,0.0251145010638682,1.9872,0.01,0.1004,4.408,0,1.3936,0.0658000000000003,0.0335000000000001,0.00980000000000203,0.0360999999999999,0.0449571428571429,0.0457733333333332,0.043525,6737.66982146497,39,27,87,96,13,4,0.1,3,0,0,7,0,2,"Stable","EN","VU","LC","LC","LC","LC","LC","",""
"92",92,7563,"FFb5","Eastern Inland Shale Band Vegetation","Fynbos","Eastern Fynbos-Renosterveld Bioregion",108.3484,97.3508,96.5004,96.0408,95.8252,95.7908,94.91,12.5576,0.0160245216269409,5.0448,0.1168,0.2432,6.9732,0.0036,0.176,0.0886999999999993,0.0625,0.0171999999999954,0.0354333333333336,0.0467857142857144,0.0508533333333337,0.0487500000000001,4532.62924037503,54,35,88,97,12,3,0.1,5,0,0,6,0,0,"Stable","EN","VU","LC","LC","LC","LC","LC","",""
"93",93,5419,"FFb6","Eastern Coastal Shale Band Vegetation","Fynbos","Eastern Fynbos-Renosterveld Bioregion",78.0456,34.5456,31.2036,29.7772,29.3332,29.2704,26.3,48.7752,0.152702514936779,9.5076,0.626,2.538,24.8804,0.0112,11.212,0.24165,0.1267,0.0314000000000014,0.13925,0.1703,0.173746666666667,0.16485,4357.09923877407,45,12,38,76,62,24,0.5,12,1,3,32,0,14,"Decline","EN","EN","LC","VU","EN","EN","EN","EN","B1i &  B2i"
"94",94,60398,"FFc1","Swellendam Silcrete Fynbos","Fynbos","Southern Fynbos Bioregion",869.1708,472.538,418.0356,391.422,389.1732,388.6988,341.54,480.472,0.177423191362388,100.9248,1.5292,9.0932,347.7412,0.1968,20.9868,3.6671,0.680800000000005,0.237200000000001,2.27093333333333,2.897,2.77882666666667,2.619975,3620.6818017937,43,34,45,72,55,28,0.6,12,0,1,40,0,2,"Decline","EN","VU","LC","VU","EN","VU","EN","EN","B1i"
"95",95,90366,"FFd1","Namaqualand Sand Fynbos","Fynbos","Northwest Fynbos Bioregion",1301.0016,1127.1444,1113.3416,1107.9568,1107.3372,1106.7156,1095.22,194.286,0.0181243858373425,121.5832,0.0004,0.4348,70.508,1.7584,0.0012,0.828249999999997,0.310299999999984,0.310799999999972,0.575116666666664,0.685271428571428,0.660239999999999,0.638399999999997,6299.56752253821,57,50,85,97,15,3,0.1,9,0,0,5,0,0,"Stable","EN","VU","LC","LC","LC","LC","LC","",""
"96",96,10520,"FFd10","Knysna Sand Fynbos","Fynbos","Eastern Fynbos-Renosterveld Bioregion",151.7056,37.882,34.24,31.0464,30.6924,29.7716,25.21,121.934,0.214096404624888,8.3664,0.1272,9.6128,5.3664,0.0244,98.4368,0.55855,0.3187,0.4604,0.15175,0.244128571428571,0.239653333333333,0.25345,399.774883364746,12,7,20,67,80,33,0.7,6,0,6,4,0,65,"Decline","CR","EN","VU","EN","CR","EN","CR","CR","B1i"
"97",97,5328,"FFd11","Southern Cape Dune Fynbos","Fynbos","South Strandveld Bioregion",76.6188,65.0456,62.164,60.17,60.0408,60.0292,57.21,16.5896,0.0771212810705104,1.902,0.0668,1.4844,12.79,0.242,0.1044,0.26685,0.0351999999999997,0.00579999999999714,0.120066666666666,0.174128571428571,0.166826666666667,0.1567625,982.307300187485,11,5,78,88,22,12,0.2,2,0,2,17,0,0,"Stable","CR","EN","LC","LC","LC","LC","LC","",""
"98",98,142706,"FFd2","Leipoldtville Sand Fynbos","Fynbos","Northwest Fynbos Bioregion",2055.6568,1027.8372,819.0012,771.9012,760.4488,757.06,604.75,1298.5968,0.263443665981344,344.8904,1.4352,9.6392,939.9764,0.4176,2.238,7.74265000000001,3.71030000000002,1.69440000000003,8.7015,9.14057142857143,8.91294666666666,8.4617875,5499.15835963562,59,47,37,59,63,41,0.8,17,0,0,46,0,0,"Decline","EN","VU","VU","VU","EN","VU","EN","EN","B1i"
"99",99,70118,"FFd3","Hopefield Sand Fynbos","Fynbos","Southwest Fynbos Bioregion",1009.5916,705.9548,659.7256,642.3732,639.8668,638.3484,600.32,371.2432,0.0957659045593287,157.6164,0.9444,7.9108,203.896,0.11,0.7656,2.67215,1.00620000000001,0.759200000000021,1.92621666666667,2.27077142857143,2.20293333333333,2.1127,2226.48112615186,33,26,63,85,37,15,0.3,16,0,1,20,0,0,"Stable","EN","VU","LC","LC","LC","LC","LC","",""
"100",100,47855,"FFd4","Atlantis Sand Fynbos","Fynbos","Southwest Fynbos Bioregion",689.0872,372.8588,358.4412,335.6988,333.1236,330.7392,307.05,358.348,0.112963942382478,149.6084,1.0188,22.45,180.4028,1.5284,3.3396,3.46275,1.23990000000001,1.19220000000001,0.600733333333333,1.32714285714286,1.32450666666667,1.3162375,2991.33826589502,29,25,48,82,52,18,0.4,22,0,3,26,0,0,"Decline","EN","VU","LC","VU","EN","VU","EN","EN","B1i"
"101",101,38663,"FFd5","Cape Flats Sand Fynbos","Fynbos","Southwest Fynbos Bioregion",556.9536,172.176,132.5,93.2552,91.7684,88.8232,41.94,468.1304,0.484113929932162,52.1272,1.6972,345.7616,63.354,1.5332,3.6572,5.4596,1.108,1.4726,1.65316666666667,2.8186,2.68025333333333,2.604775,1661.70632411304,22,12,16,24,84,76,1.5,9,0,62,11,0,1,"Decline","CR","EN","EN","EN","CR","EN","CR","CR","B1i"
"102",102,6164,"FFd6","Hangklip Sand Fynbos","Fynbos","Southwest Fynbos Bioregion",88.6468,60.3044,56.272,52.3568,51.744,51.4704,46.5,37.1764,0.14649014002295,5.4968,0.1048,29.9612,0.6336,0.0624,0.9176,0.6002,0.2216,0.136800000000001,0.168016666666667,0.283842857142857,0.285346666666667,0.2760625,1820.953904172,18,9,58,77,42,23,0.5,6,0,34,1,0,1,"Decline","CR","EN","LC","LC","CR","EN","CR","CR","B1i"
"103",103,17167,"FFd7","Agulhas Sand Fynbos","Fynbos","South Coast Fynbos Bioregion",247.456,133.0604,128.0812,120.6084,119.8072,119.584,112,127.872,0.101280320816712,22.6784,0.3724,2.114,102.1576,0.0688,0.4808,1.06215,0.2561,0.111599999999996,0.207466666666666,0.444714285714285,0.441773333333333,0.421137499999999,1247.69366360095,20,17,48,84,52,16,0.3,9,0,1,41,0,0,"Stable","CR","EN","LC","VU","LC","LC","VU","VU","A3"
"104",104,6763,"FFd8","Breede Sand Fynbos","Fynbos","Southwest Fynbos Bioregion",97.6824,46.9728,45.5872,43.8288,43.5008,43.4236,41.43,54.2588,0.0755586211594795,8.4212,35.6732,0.726,8.7428,0.538,0.1576,0.27045,0.1013,0.0385999999999989,0.0577333333333332,0.112285714285714,0.115733333333333,0.1109125,859.00059185083,14,7,44,88,56,12,0.2,9,37,1,9,1,0,"Stable","CR","EN","LC","VU","LC","LC","VU","VU","A3"
"105",105,35945,"FFd9","Albertinia Sand Fynbos","Fynbos","South Coast Fynbos Bioregion",517.2816,295.7452,282.6112,265.2448,264.5172,264.296,246.61,252.9856,0.106338834916002,80.6072,0.066,5.6196,163.3452,0.122,3.2256,2.2894,0.237200000000001,0.110600000000005,0.547250000000001,1.0893,1.04093333333333,0.982787500000001,2802.43605238428,32,27,51,83,49,17,0.3,16,0,1,32,0,1,"Stable","EN","VU","LC","LC","LC","LC","LC","",""
